ImePriimek,obicajni-1,CORRECT,0.0
ImePriimek,obicajni-10,CORRECT,0.0
ImePriimek,obicajni-100,CORRECT,0.009478672985781991
ImePriimek,obicajni-11,CORRECT,0.0
ImePriimek,obicajni-12,CORRECT,0.0
ImePriimek,obicajni-13,CORRECT,0.008886255924170616
ImePriimek,obicajni-14,CORRECT,0.0
ImePriimek,obicajni-15,CORRECT,0.0
ImePriimek,obicajni-16,CORRECT,0.0
ImePriimek,obicajni-17,CORRECT,0.0
ImePriimek,obicajni-18,CORRECT,0.0
ImePriimek,obicajni-19,CORRECT,0.0
ImePriimek,obicajni-2,CORRECT,0.0
ImePriimek,obicajni-20,CORRECT,0.0
ImePriimek,obicajni-21,CORRECT,0.0
ImePriimek,obicajni-22,CORRECT,0.009478672985781991
ImePriimek,obicajni-23,CORRECT,0.0
ImePriimek,obicajni-24,CORRECT,0.0
ImePriimek,obicajni-25,CORRECT,0.008886255924170616
ImePriimek,obicajni-26,CORRECT,0.027251184834123223
ImePriimek,obicajni-27,CORRECT,0.0
ImePriimek,obicajni-28,CORRECT,0.0
ImePriimek,obicajni-29,CORRECT,0.018364928909952605
ImePriimek,obicajni-3,CORRECT,0.0
ImePriimek,obicajni-30,CORRECT,0.0
ImePriimek,obicajni-31,CORRECT,0.027843601895734597
ImePriimek,obicajni-32,CORRECT,0.0
ImePriimek,obicajni-33,CORRECT,0.0
ImePriimek,obicajni-34,CORRECT,0.0
ImePriimek,obicajni-35,CORRECT,0.0
ImePriimek,obicajni-36,CORRECT,0.0
ImePriimek,obicajni-37,CORRECT,0.0
ImePriimek,obicajni-38,CORRECT,0.0
ImePriimek,obicajni-39,CORRECT,0.0
ImePriimek,obicajni-4,CORRECT,0.0
ImePriimek,obicajni-40,CORRECT,0.0
ImePriimek,obicajni-41,CORRECT,0.008886255924170616
ImePriimek,obicajni-42,CORRECT,0.008886255924170616
ImePriimek,obicajni-43,CORRECT,0.0
ImePriimek,obicajni-44,CORRECT,0.009478672985781991
ImePriimek,obicajni-45,CORRECT,0.0
ImePriimek,obicajni-46,CORRECT,0.0462085308056872
ImePriimek,obicajni-47,CORRECT,0.0
ImePriimek,obicajni-48,CORRECT,0.009478672985781991
ImePriimek,obicajni-49,CORRECT,0.009478672985781991
ImePriimek,obicajni-5,CORRECT,0.0
ImePriimek,obicajni-50,CORRECT,0.0
ImePriimek,obicajni-51,CORRECT,0.129739336492891
ImePriimek,obicajni-52,CORRECT,0.0
ImePriimek,obicajni-53,CORRECT,0.0
ImePriimek,obicajni-54,CORRECT,0.11137440758293839
ImePriimek,obicajni-55,CORRECT,0.018364928909952605
ImePriimek,obicajni-56,CORRECT,0.027251184834123223
ImePriimek,obicajni-57,CORRECT,0.0
ImePriimek,obicajni-58,CORRECT,0.0
ImePriimek,obicajni-59,CORRECT,0.018364928909952605
ImePriimek,obicajni-6,CORRECT,0.018364928909952605
ImePriimek,obicajni-60,CORRECT,0.0
ImePriimek,obicajni-61,CORRECT,0.0
ImePriimek,obicajni-62,CORRECT,0.008886255924170616
ImePriimek,obicajni-63,CORRECT,0.0
ImePriimek,obicajni-64,CORRECT,0.0
ImePriimek,obicajni-65,CORRECT,0.0
ImePriimek,obicajni-66,CORRECT,0.008886255924170616
ImePriimek,obicajni-67,CORRECT,0.008886255924170616
ImePriimek,obicajni-68,CORRECT,0.0
ImePriimek,obicajni-69,CORRECT,0.009478672985781991
ImePriimek,obicajni-7,CORRECT,0.0
ImePriimek,obicajni-70,CORRECT,0.008886255924170616
ImePriimek,obicajni-71,CORRECT,0.008886255924170616
ImePriimek,obicajni-72,CORRECT,0.009478672985781991
ImePriimek,obicajni-73,CORRECT,0.0
ImePriimek,obicajni-74,CORRECT,0.0
ImePriimek,obicajni-75,CORRECT,0.0
ImePriimek,obicajni-76,CORRECT,0.03672985781990521
ImePriimek,obicajni-77,CORRECT,0.0
ImePriimek,obicajni-78,CORRECT,0.027251184834123223
ImePriimek,obicajni-79,CORRECT,0.0
ImePriimek,obicajni-8,CORRECT,0.0
ImePriimek,obicajni-80,CORRECT,0.027251184834123223
ImePriimek,obicajni-81,CORRECT,0.06516587677725119
ImePriimek,obicajni-82,CORRECT,0.0
ImePriimek,obicajni-83,CORRECT,0.008886255924170616
ImePriimek,obicajni-84,CORRECT,0.008886255924170616
ImePriimek,obicajni-85,CORRECT,0.0
ImePriimek,obicajni-86,CORRECT,0.0
ImePriimek,obicajni-87,CORRECT,0.008886255924170616
ImePriimek,obicajni-88,CORRECT,0.0
ImePriimek,obicajni-89,CORRECT,0.05509478672985782
ImePriimek,obicajni-9,CORRECT,0.0
ImePriimek,obicajni-90,CORRECT,0.0
ImePriimek,obicajni-91,CORRECT,0.0
ImePriimek,obicajni-92,CORRECT,0.009478672985781991
ImePriimek,obicajni-93,CORRECT,0.0
ImePriimek,obicajni-94,CORRECT,0.06516587677725119
ImePriimek,obicajni-95,CORRECT,0.0
ImePriimek,obicajni-96,CORRECT,0.009478672985781991
ImePriimek,obicajni-97,CORRECT,0.009478672985781991
ImePriimek,obicajni-98,CORRECT,0.0
ImePriimek,obicajni-99,CORRECT,0.0
ImePriimek,obicajni-solved,CORRECT,0.0
